PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,FamilySize,IsAlone,SourceURL
236,0,3,female,,0,0,7.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
237,0,2,male,44,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
238,1,2,female,8,0,2,26.25,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
239,0,2,male,19,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
240,0,2,male,33,0,0,12.275,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
241,0,3,female,,1,0,14.4542,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
242,1,3,female,,1,0,15.5,Q,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
243,0,2,male,29,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
244,0,3,male,22,0,0,7.125,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
245,0,3,male,30,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
246,0,1,male,44,2,0,90,Q,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
247,0,3,female,25,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
248,1,2,female,24,0,2,14.5,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
249,1,1,male,37,1,1,52.5542,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
250,0,2,male,54,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
251,0,3,male,,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
252,0,3,female,29,1,1,10.4625,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
253,0,1,male,62,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
254,0,3,male,30,1,0,16.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
255,0,3,female,41,0,2,20.2125,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
256,1,3,female,29,0,2,15.2458,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
257,1,1,female,,0,0,79.2,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
258,1,1,female,30,0,0,86.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
259,1,1,female,35,0,0,512.3292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
260,1,2,female,50,0,1,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
261,0,3,male,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
262,1,3,male,3,4,2,31.3875,S,7,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
263,0,1,male,52,1,1,79.65,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
264,0,1,male,40,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
265,0,3,female,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
266,0,2,male,36,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
267,0,3,male,16,4,1,39.6875,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
268,1,3,male,25,1,0,7.775,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
269,1,1,female,58,0,1,153.4625,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
270,1,1,female,35,0,0,135.6333,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
271,0,1,male,,0,0,31,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
272,1,3,male,25,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
273,1,2,female,41,0,1,19.5,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
274,0,1,male,37,0,1,29.7,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
275,1,3,female,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
276,1,1,female,63,1,0,77.9583,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
277,0,3,female,45,0,0,7.75,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
278,0,2,male,,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
279,0,3,male,7,4,1,29.125,Q,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
280,1,3,female,35,1,1,20.25,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
281,0,3,male,65,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
282,0,3,male,28,0,0,7.8542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
283,0,3,male,16,0,0,9.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
284,1,3,male,19,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
285,0,1,male,,0,0,26,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
286,0,3,male,33,0,0,8.6625,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
287,1,3,male,30,0,0,9.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
288,0,3,male,22,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
289,1,2,male,42,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
290,1,3,female,22,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
291,1,1,female,26,0,0,78.85,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
292,1,1,female,19,1,0,91.0792,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
293,0,2,male,36,0,0,12.875,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
294,0,3,female,24,0,0,8.85,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
295,0,3,male,24,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
296,0,1,male,,0,0,27.7208,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
297,0,3,male,23.5,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
298,0,1,female,2,1,2,151.55,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
299,1,1,male,,0,0,30.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
300,1,1,female,50,0,1,247.5208,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
301,1,3,female,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
302,1,3,male,,2,0,23.25,Q,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
303,0,3,male,19,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
304,1,2,female,,0,0,12.35,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
305,0,3,male,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
306,1,1,male,0.92,1,2,151.55,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
307,1,1,female,,0,0,110.8833,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
308,1,1,female,17,1,0,108.9,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
309,0,2,male,30,1,0,24,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
310,1,1,female,30,0,0,56.9292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
311,1,1,female,24,0,0,83.1583,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
312,1,1,female,18,2,2,262.375,C,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
313,0,2,female,26,1,1,26,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
314,0,3,male,28,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
315,0,2,male,43,1,1,26.25,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
316,1,3,female,26,0,0,7.8542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
317,1,2,female,24,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
318,0,2,male,54,0,0,14,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
319,1,1,female,31,0,2,164.8667,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
320,1,1,female,40,1,1,134.5,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
321,0,3,male,22,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
322,0,3,male,27,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
323,1,2,female,30,0,0,12.35,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
324,1,2,female,22,1,1,29,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
325,0,3,male,,8,2,69.55,S,11,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
326,1,1,female,36,0,0,135.6333,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
327,0,3,male,61,0,0,6.2375,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
328,1,2,female,36,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
329,1,3,female,31,1,1,20.525,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
330,1,1,female,16,0,1,57.9792,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
331,1,3,female,,2,0,23.25,Q,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
332,0,1,male,45.5,0,0,28.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
333,0,1,male,38,0,1,153.4625,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
334,0,3,male,16,2,0,18,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
335,1,1,female,,1,0,133.65,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
336,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
337,0,1,male,29,1,0,66.6,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
338,1,1,female,41,0,0,134.5,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
339,1,3,male,45,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
340,0,1,male,45,0,0,35.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
341,1,2,male,2,1,1,26,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
342,1,1,female,24,3,2,263,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
343,0,2,male,28,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
344,0,2,male,25,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
345,0,2,male,36,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
346,1,2,female,24,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
347,1,2,female,40,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
348,1,3,female,,1,0,16.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
349,1,3,male,3,1,1,15.9,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
350,0,3,male,42,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
351,0,3,male,23,0,0,9.225,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
352,0,1,male,,0,0,35,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
353,0,3,male,15,1,1,7.2292,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
354,0,3,male,25,1,0,17.8,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
355,0,3,male,,0,0,7.225,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
356,0,3,male,28,0,0,9.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
357,1,1,female,22,0,1,55,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
358,0,2,female,38,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
359,1,3,female,,0,0,7.8792,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
360,1,3,female,,0,0,7.8792,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
361,0,3,male,40,1,4,27.9,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
362,0,2,male,29,1,0,27.7208,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
363,0,3,female,45,0,1,14.4542,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
364,0,3,male,35,0,0,7.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
365,0,3,male,,1,0,15.5,Q,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
366,0,3,male,30,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
367,1,1,female,60,1,0,75.25,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
368,1,3,female,,0,0,7.2292,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
369,1,3,female,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
370,1,1,female,24,0,0,69.3,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
371,1,1,male,25,1,0,55.4417,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
372,0,3,male,18,1,0,6.4958,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
373,0,3,male,19,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
374,0,1,male,22,0,0,135.6333,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
375,0,3,female,3,3,1,21.075,S,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
376,1,1,female,,1,0,82.1708,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
377,1,3,female,22,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
378,0,1,male,27,0,2,211.5,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
379,0,3,male,20,0,0,4.0125,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
380,0,3,male,19,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
381,1,1,female,42,0,0,227.525,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
382,1,3,female,1,0,2,15.7417,C,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
383,0,3,male,32,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
384,1,1,female,35,1,0,52,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
385,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
386,0,2,male,18,0,0,73.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
387,0,3,male,1,5,2,46.9,S,8,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
388,1,2,female,36,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
389,0,3,male,,0,0,7.7292,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
390,1,2,female,17,0,0,12,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
391,1,1,male,36,1,2,120,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
392,1,3,male,21,0,0,7.7958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
393,0,3,male,28,2,0,7.925,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
394,1,1,female,23,1,0,113.275,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
395,1,3,female,24,0,2,16.7,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
396,0,3,male,22,0,0,7.7958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
397,0,3,female,31,0,0,7.8542,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
398,0,2,male,46,0,0,26,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
399,0,2,male,23,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
400,1,2,female,28,0,0,12.65,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
401,1,3,male,39,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
402,0,3,male,26,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
403,0,3,female,21,1,0,9.825,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
404,0,3,male,28,1,0,15.85,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
405,0,3,female,20,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
406,0,2,male,34,1,0,21,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
407,0,3,male,51,0,0,7.75,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
408,1,2,male,3,1,1,18.75,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
409,0,3,male,21,0,0,7.775,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
410,0,3,female,,3,1,25.4667,S,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
411,0,3,male,,0,0,7.8958,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
412,0,3,male,,0,0,6.8583,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
413,1,1,female,33,1,0,90,Q,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
414,0,2,male,,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
415,1,3,male,44,0,0,7.925,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
416,0,3,female,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
417,1,2,female,34,1,1,32.5,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
418,1,2,female,18,0,2,13,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
419,0,2,male,30,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
420,0,3,female,10,0,2,24.15,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
421,0,3,male,,0,0,7.8958,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
422,0,3,male,21,0,0,7.7333,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
423,0,3,male,29,0,0,7.875,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
424,0,3,female,28,1,1,14.4,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
425,0,3,male,18,1,1,20.2125,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
426,0,3,male,,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
427,1,2,female,28,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
428,1,2,female,19,0,0,26,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
429,0,3,male,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
430,1,3,male,32,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
431,1,1,male,28,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
432,1,3,female,,1,0,16.1,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
433,1,2,female,42,1,0,26,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
434,0,3,male,17,0,0,7.125,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
435,0,1,male,50,1,0,55.9,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
436,1,1,female,14,1,2,120,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
437,0,3,female,21,2,2,34.375,S,5,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
438,1,2,female,24,2,3,18.75,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
439,0,1,male,64,1,4,263,S,6,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
440,0,2,male,31,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
441,1,2,female,45,1,1,26.25,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
442,0,3,male,20,0,0,9.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
443,0,3,male,25,1,0,7.775,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
444,1,2,female,28,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
445,1,3,male,,0,0,8.1125,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
446,1,1,male,4,0,2,81.8583,S,3,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
447,1,2,female,13,0,1,19.5,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
448,1,1,male,34,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
449,1,3,female,5,2,1,19.2583,C,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
450,1,1,male,52,0,0,30.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
451,0,2,male,36,1,2,27.75,S,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
452,0,3,male,,1,0,19.9667,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
453,0,1,male,30,0,0,27.75,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
454,1,1,male,49,1,0,89.1042,C,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
455,0,3,male,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
456,1,3,male,29,0,0,7.8958,C,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
457,0,1,male,65,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
458,1,1,female,,1,0,51.8625,S,2,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
459,1,2,female,50,0,0,10.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
460,0,3,male,,0,0,7.75,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
461,1,1,male,48,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
462,0,3,male,34,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
463,0,1,male,47,0,0,38.5,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
464,0,2,male,48,0,0,13,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
465,0,3,male,,0,0,8.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
466,0,3,male,38,0,0,7.05,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
467,0,2,male,,0,0,0,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
468,0,1,male,56,0,0,26.55,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
469,0,3,male,,0,0,7.725,Q,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
470,1,3,female,0.75,2,1,19.2583,C,4,0,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
471,0,3,male,,0,0,7.25,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
472,0,3,male,38,0,0,8.6625,S,1,1,https://raw.githubusercontent.com/datasciencedojo/datasets/master/titanic.csv
