SourceRecordID,SizeSqFt,Bedrooms,Bathrooms,GarageCars,LotAreaSqFt,Neighborhood,OverallQuality,AgeAtSaleYears,SalePriceUSD
394,788,2,1.0,0,"7,446",BrkSide,4,65,"100,000"
395,"1,034",2,1.0,1,"10,134",OldTown,5,67,"109,000"
396,"1,144",3,1.0,1,"9,571",Edwards,5,54,"129,000"
397,894,2,1.0,2,"7,200",CollgCr,5,37,"123,000"
398,"1,812",4,2.0,1,"7,590",NAmes,5,45,"169,500"
399,"1,077",2,1.0,1,"8,967",IDOTRR,5,87,"67,000"
400,"1,550",2,2.0,2,"8,125",Somerst,7,3,"241,000"
401,"1,288",1,1.5,2,"14,963",Veenker,8,12,"245,500"
402,"1,310",3,2.0,2,"8,767",CollgCr,7,1,"164,990"
403,672,2,1.0,1,"10,200",Sawyer,5,68,"108,000"
404,"2,263",4,2.5,2,"12,090",NoRidge,8,8,"258,000"
405,"1,572",3,2.5,2,"10,364",Gilbert,6,12,"168,000"
406,"1,620",3,2.0,2,"9,991",Sawyer,4,33,"150,000"
407,"1,639",3,1.0,1,"10,480",SWISU,6,72,"115,000"
408,"1,680",4,2.0,1,"15,576",Crawfor,6,93,"177,000"
409,"2,172",3,2.5,3,"14,154",NridgHt,7,1,"280,000"
410,"2,078",3,2.5,3,"10,800",Somerst,8,1,"339,750"
411,"1,276",3,1.0,1,"9,571",Edwards,5,51,"60,000"
412,"1,056",3,1.0,2,"34,650",Gilbert,5,51,"145,000"
413,"1,478",2,2.5,2,"4,403",Somerst,7,1,"222,000"
414,"1,028",2,1.0,2,"8,960",OldTown,5,83,"115,000"
415,"2,097",3,2.5,3,"11,228",SawyerW,7,15,"228,000"
416,"1,340",3,2.0,2,"8,899",Gilbert,7,0,"181,134"
417,"1,400",3,1.5,2,"7,844",Sawyer,6,28,"149,500"
418,"2,624",4,2.5,3,"22,420",Crawfor,6,89,"239,000"
419,"1,134",3,1.5,1,"8,160",Edwards,5,67,"126,000"
420,"1,056",3,1.0,1,"8,450",NAmes,5,42,"142,000"
421,"1,344",2,2.0,4,"7,060",Mitchel,7,11,"206,300"
422,"1,602",3,2.0,2,"16,635",NWAmes,6,32,"215,000"
423,988,2,1.0,2,"21,750",Mitchel,5,54,"113,000"
424,"2,630",4,2.5,3,"9,200",NoRidge,8,10,"315,000"
425,"1,196",2,1.0,1,"9,000",NAmes,6,52,"139,000"
426,"1,389",3,1.5,1,"3,378",OldTown,7,63,"135,000"
427,"1,644",2,2.0,2,"12,800",SawyerW,7,20,"275,000"
428,907,3,1.0,1,"8,593",NAmes,4,51,"109,008"
429,"1,208",2,2.0,2,"6,762",CollgCr,7,0,"195,400"
430,"1,412",3,2.0,2,"11,457",Timber,6,21,"175,000"
431,987,2,1.5,1,"1,680",BrDale,6,37,"85,400"
432,"1,198",4,1.0,0,"5,586",OldTown,6,88,"79,900"
433,"1,365",2,1.5,2,"1,920",BrDale,5,36,"122,500"
434,"1,604",3,2.5,2,"10,839",Gilbert,6,11,"181,000"
435,630,1,1.0,0,"1,890",MeadowV,4,36,"81,000"
436,"1,661",3,2.5,2,"10,667",CollgCr,7,13,"212,000"
437,"1,118",2,1.0,2,"4,400",OldTown,6,86,"116,000"
438,904,2,1.0,1,"6,000",BrkSide,6,83,"119,000"
439,694,2,1.0,1,"4,280",Crawfor,5,94,"90,350"
440,"1,196",3,1.0,2,"12,354",Edwards,6,89,"110,000"
441,"2,402",2,2.0,3,"15,431",NridgHt,10,1,"555,000"
442,"1,440",4,2.0,0,"12,108",Edwards,4,53,"118,000"
443,"1,573",3,2.0,2,"6,240",BrkSide,5,78,"162,900"
444,"1,258",2,2.0,3,"3,922",Blmngtn,7,1,"172,500"
445,"1,908",4,2.5,2,"8,750",CollgCr,7,14,"210,000"
446,"1,689",3,1.0,2,"9,855",Edwards,6,53,"127,500"
447,"1,888",2,2.5,2,"16,492",NAmes,6,44,"190,000"
448,"1,886",4,2.5,2,"11,214",Gilbert,7,8,"199,900"
449,"1,376",3,2.0,1,"8,600",IDOTRR,6,69,"119,500"
450,"1,183",2,1.5,1,"6,000",OldTown,3,59,"120,000"
451,813,2,1.0,1,"5,684",OldTown,6,76,"110,000"
452,"1,533",2,2.0,2,"70,761",ClearCr,7,31,"280,000"
453,"1,756",3,2.5,2,"9,303",Timber,6,11,"204,000"
454,"1,590",3,2.5,2,"9,000",Somerst,8,1,"210,000"
455,"1,728",4,2.0,2,"9,297",Mitchel,5,30,"188,000"
456,"1,242",3,1.5,2,"9,600",NWAmes,7,34,"175,500"
457,"1,344",4,1.0,3,"4,571",OldTown,5,92,"98,000"
458,"1,663",2,1.0,2,"53,227",ClearCr,4,54,"256,000"
459,"1,666",3,1.0,1,"5,100",OldTown,8,83,"161,000"
460,"1,203",3,1.0,1,"7,015",BrkSide,5,59,"110,000"
461,"1,935",3,2.5,2,"8,004",Somerst,8,0,"263,435"
462,"1,135",3,1.0,2,"7,200",SWISU,7,73,"155,000"
463,864,3,1.0,1,"8,281",Sawyer,5,44,"62,383"
464,"1,660",3,1.5,1,"11,988",Crawfor,6,74,"188,700"
465,"1,040",3,2.0,0,"8,430",CollgCr,5,31,"124,000"
466,"1,414",2,2.0,2,"3,072",Blmngtn,7,2,"178,740"
467,"1,277",2,1.0,2,"10,628",NAmes,7,37,"167,000"
468,"1,644",3,1.5,1,"9,480",NAmes,5,65,"146,500"
469,"1,634",3,2.0,3,"11,428",NridgHt,8,1,"250,000"
470,"1,710",3,2.5,2,"9,291",SawyerW,6,15,"187,000"
471,"1,502",1,1.5,2,"6,820",StoneBr,8,25,"212,000"
472,"1,969",3,2.5,2,"11,952",NWAmes,7,30,"190,000"
473,"1,072",2,1.0,2,"3,675",Edwards,6,3,"148,000"
474,"1,976",2,2.0,3,"14,977",NridgHt,8,1,"440,000"
475,"1,652",2,2.0,2,"5,330",StoneBr,8,7,"251,000"
476,970,2,1.0,2,"8,480",Sawyer,5,44,"132,500"
477,"1,493",3,2.0,2,"13,125",CollgCr,6,11,"208,900"
478,"2,643",3,2.5,3,"13,693",NridgHt,9,1,"380,000"
479,"1,718",3,2.0,3,"10,637",CollgCr,8,2,"297,000"
480,"1,131",2,1.0,2,"5,925",OldTown,4,70,"89,471"
481,"1,850",3,2.0,3,"16,033",NridgHt,9,2,"326,000"
482,"1,792",2,2.0,3,"11,846",NridgHt,9,3,"374,000"
483,"1,826",4,1.5,1,"2,500",OldTown,7,94,"155,000"
484,"1,216",2,2.0,2,"4,500",Mitchel,6,8,"164,000"
485,999,3,1.0,1,"7,758",Sawyer,5,45,"132,500"
486,"1,113",3,1.0,1,"9,600",NAmes,5,59,"147,000"
487,"1,073",3,1.5,2,"10,289",NAmes,5,42,"156,000"
488,"1,484",3,2.0,2,"12,243",NWAmes,5,36,"175,000"
489,"2,414",3,2.0,2,"10,800",OldTown,5,106,"160,000"
490,630,1,1.0,1,"1,526",MeadowV,4,39,"86,000"
491,"1,304",3,1.5,1,"2,665",MeadowV,5,32,"115,000"
492,"1,578",3,1.0,1,"9,490",NAmes,6,65,"133,000"
493,"1,456",3,2.5,2,"15,578",Gilbert,6,0,"172,785"
494,"1,269",3,1.5,1,"7,931",NAmes,5,48,"155,000"
495,886,2,1.0,1,"5,784",OldTown,5,71,"91,300"
496,720,2,1.0,0,"7,879",IDOTRR,4,89,"34,900"
497,"3,228",4,3.0,2,"12,692",NoRidge,8,15,"430,000"
498,"1,820",4,2.0,1,"9,120",BrkSide,7,83,"184,000"
499,899,3,1.0,1,"7,800",Sawyer,5,42,"130,000"
500,912,2,1.0,1,"7,535",NAmes,5,49,"120,000"
501,"1,218",3,1.5,1,"1,890",BrDale,6,34,"113,000"
502,"1,768",3,2.5,2,"9,803",Somerst,7,3,"226,700"
503,"1,214",2,1.0,2,"9,170",Edwards,5,42,"140,000"
504,"1,801",1,2.0,2,"15,602",Crawfor,7,51,"289,000"
505,"1,322",3,2.5,2,"2,308",NPkVill,6,35,"147,000"
506,"1,960",4,2.0,2,"7,596",OldTown,5,57,"124,500"
507,"1,911",3,2.5,2,"9,554",SawyerW,8,13,"215,000"
508,"1,218",2,2.0,2,"7,862",Somerst,6,0,"208,300"
509,"1,378",3,2.0,2,"9,600",OldTown,7,80,"161,000"
510,"1,041",3,1.0,1,"9,600",NAmes,5,50,"124,500"
511,"1,363",2,1.0,1,"14,559",NAmes,5,58,"164,900"
512,"1,368",2,2.0,2,"6,792",NridgHt,7,1,"202,665"
513,864,3,1.0,2,"9,100",NAmes,5,48,"129,900"
514,"1,080",3,1.5,2,"9,187",Mitchel,6,24,"134,000"
515,789,2,1.0,1,"10,594",Crawfor,5,81,"96,500"
516,"2,020",3,2.5,3,"12,220",NridgHt,10,0,"402,861"
517,"2,119",3,2.5,2,"10,448",NWAmes,6,37,"158,000"
518,"2,344",3,2.5,3,"10,208",NoRidge,7,13,"265,000"
519,"1,796",3,2.5,2,"9,531",CollgCr,6,9,"211,000"
520,"2,080",3,1.5,1,"10,918",Crawfor,7,83,"234,000"
521,"1,294",3,2.0,0,"10,800",OldTown,4,108,"106,250"
522,"1,244",3,1.5,1,"11,988",NAmes,6,50,"150,000"
523,"1,664",3,2.0,2,"5,000",BrkSide,6,59,"159,000"
524,"4,676",3,3.5,3,"40,094",Edwards,10,0,"184,750"
525,"2,398",3,2.5,3,"11,787",NoRidge,7,11,"315,750"
526,"1,266",3,2.0,2,"7,500",Somerst,7,1,"176,000"
527,928,2,1.0,1,"13,300",NAmes,5,51,"132,000"
528,"2,713",3,2.5,3,"14,948",NridgHt,9,0,"446,261"
529,605,2,1.0,0,"9,098",Edwards,4,87,"86,000"
530,"2,515",4,3.0,2,"32,668",Crawfor,6,50,"200,624"
531,"1,509",3,2.0,2,"10,200",Timber,6,20,"175,000"
532,"1,362",3,2.0,2,"6,155",BrkSide,6,88,"128,000"
533,827,2,1.0,1,"7,200",NAmes,5,55,"107,500"
534,334,1,1.0,0,"5,000",BrkSide,1,61,"39,300"
535,"1,414",3,2.5,2,"9,056",Gilbert,8,2,"178,000"
536,"1,347",3,1.0,0,"7,000",Edwards,5,98,"107,500"
537,"1,724",3,2.5,2,"8,924",CollgCr,7,10,"188,000"
538,864,3,1.0,2,"12,735",NAmes,4,36,"111,250"
539,"1,159",3,1.5,1,"11,553",Sawyer,5,38,"158,000"
540,"1,601",3,2.0,2,"11,423",CollgCr,8,9,"272,000"
541,"1,838",2,2.0,3,"14,601",Timber,9,3,"315,000"
542,"2,285",4,2.5,3,"11,000",NoRidge,8,7,"248,000"
543,"1,680",3,2.0,2,"10,140",NWAmes,7,11,"213,250"
544,767,1,1.0,1,"4,058",NAmes,7,9,"133,000"
545,"1,496",3,2.5,2,"17,104",Gilbert,7,0,"179,665"
546,"2,183",4,2.5,3,"13,837",NWAmes,7,18,"229,000"
547,"1,635",3,1.5,2,"8,737",BrkSide,6,84,"210,000"
548,768,2,1.0,2,"7,244",Mitchel,5,37,"129,500"
549,825,2,1.0,2,"8,235",OldTown,5,53,"125,000"
550,"2,094",4,2.5,2,"9,375",Somerst,7,6,"263,000"
551,"1,069",2,2.0,2,"4,043",NPkVill,6,31,"140,000"
552,928,3,1.0,1,"6,000",OldTown,5,51,"112,500"
553,"1,717",3,2.0,3,"11,146",NridgHt,8,3,"255,500"
554,"1,126",2,2.0,2,"8,777",Edwards,4,60,"108,000"
555,"2,046",3,2.5,3,"10,625",NridgHt,7,5,"284,000"
556,"1,048",2,1.0,1,"6,380",BrkSide,5,84,"113,000"
557,"1,092",2,1.0,1,"14,850",NAmes,5,49,"141,000"
558,"1,336",3,1.5,1,"11,040",IDOTRR,4,86,"108,000"
559,"1,446",3,2.5,2,"21,872",Gilbert,7,12,"175,000"
560,"1,557",2,2.0,2,"3,196",Blmngtn,7,3,"234,000"
561,"1,392",3,1.5,2,"11,341",Sawyer,5,53,"121,500"
562,"1,389",2,1.0,2,"10,010",Mitchel,5,32,"170,000"
563,996,3,1.0,0,"13,907",Edwards,5,68,"108,000"
564,"1,674",4,2.0,2,"21,780",Edwards,6,90,"185,000"
565,"2,295",4,2.5,2,"13,346",NoRidge,7,14,"268,000"
566,"1,647",4,1.5,1,"6,858",SWISU,6,95,"128,000"
567,"2,504",4,2.5,3,"11,198",StoneBr,9,3,"325,000"
568,"1,535",3,2.0,2,"10,171",NridgHt,7,6,"214,000"
569,"2,132",1,1.5,2,"12,327",SawyerW,8,26,"316,600"
570,943,2,1.0,2,"7,032",NAmes,5,27,"135,960"
571,"1,728",6,2.0,2,"13,101",NAmes,5,43,"142,600"
572,864,2,1.0,1,"7,332",NAmes,6,47,"120,000"
573,"1,692",3,2.5,2,"13,159",Timber,7,0,"224,500"
574,"1,430",3,2.5,2,"9,967",Gilbert,7,7,"170,000"
575,"1,109",3,1.0,1,"10,500",NAmes,5,36,"139,000"
576,"1,216",2,1.0,1,"8,480",NAmes,5,61,"118,500"
577,"1,477",3,2.0,1,"6,292",SWISU,7,81,"145,000"
578,"1,320",3,1.0,2,"11,777",Sawyer,5,40,"164,500"
579,"1,392",2,2.0,2,"3,604",Somerst,7,1,"146,000"
580,"1,795",4,2.0,1,"12,150",OldTown,5,54,"131,500"
581,"1,429",3,1.0,2,"14,585",NAmes,6,47,"181,900"
582,"2,042",3,2.5,3,"12,704",NridgHt,8,1,"253,293"
583,816,3,1.0,0,"11,841",Edwards,6,17,"118,500"
584,"2,775",3,3.5,2,"13,500",OldTown,10,115,"325,000"
585,"1,573",3,1.0,1,"6,120",BrkSide,4,74,"133,000"
586,"2,028",2,2.0,3,"11,443",Timber,8,1,"369,900"
587,838,2,1.0,1,"10,267",BrkSide,6,90,"130,000"
588,860,2,1.0,2,"8,740",Sawyer,5,27,"137,000"
589,"1,473",1,1.0,1,"25,095",ClearCr,5,41,"143,000"
590,935,2,1.0,1,"9,100",BrkSide,5,78,"79,500"
591,"1,582",3,2.5,2,"8,320",CollgCr,7,4,"185,900"
592,"2,296",3,2.5,3,"13,478",NridgHt,10,1,"451,950"
593,816,2,1.0,2,"6,600",Mitchel,5,26,"138,000"
594,848,1,1.0,2,"4,435",CollgCr,6,6,"140,000"
595,924,3,1.0,1,"7,990",CollgCr,5,33,"110,000"
596,"1,826",3,2.0,3,"11,302",StoneBr,8,1,"319,000"
597,"1,368",3,1.0,1,"3,600",OldTown,6,96,"114,504"
598,"1,402",2,1.0,3,"3,922",Blmngtn,7,1,"194,201"
599,"1,647",3,2.0,2,"12,984",Crawfor,5,29,"217,500"
600,"1,556",3,2.5,2,"1,950",Blueste,6,28,"151,000"
601,"1,904",3,2.5,2,"10,927",NridgHt,8,1,"275,000"
602,"1,375",3,1.5,1,"9,000",IDOTRR,6,70,"141,000"
603,"1,915",3,2.5,2,"10,041",SawyerW,8,14,"220,000"
604,"1,200",2,2.5,2,"3,182",Somerst,7,6,"151,000"
605,"1,494",3,2.0,2,"12,803",CollgCr,7,6,"221,000"
606,"1,986",3,2.5,2,"13,600",NAmes,7,44,"205,000"
607,"1,040",3,1.0,2,"12,464",CollgCr,5,13,"152,000"
608,"2,008",3,3.0,1,"7,800",Edwards,5,58,"225,000"
609,"3,194",4,2.5,2,"12,168",Crawfor,8,73,"359,100"
610,"1,029",3,1.0,1,"7,943",Sawyer,4,46,"118,500"
611,"2,153",3,2.5,3,"11,050",CollgCr,9,9,"313,000"
612,"1,032",3,2.0,2,"10,395",NWAmes,6,29,"148,000"
613,"1,872",3,2.5,2,"11,885",CollgCr,8,8,"261,500"
614,"1,120",3,1.0,0,"8,402",Mitchel,5,0,"147,000"
615,630,1,1.0,0,"1,491",MeadowV,4,38,"75,500"
616,"1,054",3,1.0,2,"8,800",NAmes,6,47,"137,500"
617,"1,509",3,2.5,2,"7,861",Gilbert,6,4,"183,200"
618,832,2,1.0,2,"7,227",NAmes,6,54,"105,500"
619,"1,828",3,2.0,3,"11,694",NridgHt,9,0,"314,813"
620,"2,262",4,2.5,3,"12,244",Timber,8,5,"305,000"
621,864,2,1.0,0,"8,248",Edwards,3,94,"67,000"
622,"2,614",4,2.5,2,"10,800",NWAmes,6,34,"240,000"
623,980,3,1.0,2,"7,064",Sawyer,5,32,"135,000"
624,"1,512",2,2.5,2,"2,117",Somerst,6,7,"168,500"
625,"1,790",4,2.0,2,"10,400",NWAmes,6,34,"165,150"
626,"1,116",3,1.5,2,"10,000",NAmes,6,48,"160,000"
627,"1,422",3,1.0,1,"12,342",NAmes,5,47,"139,900"
628,"1,520",3,1.0,1,"9,600",NAmes,6,55,"153,000"
629,"2,080",5,2.0,2,"11,606",NAmes,5,38,"135,000"
630,"1,350",3,1.5,2,"9,020",NAmes,6,44,"168,500"
631,"1,750",3,1.0,1,"9,000",OldTown,5,126,"124,000"
632,"1,554",2,2.0,2,"4,590",NridgHt,8,1,"209,500"
633,"1,411",3,2.0,2,"11,900",NWAmes,7,32,"82,500"
634,"1,056",3,1.0,1,"9,250",NAmes,5,53,"139,400"
635,"1,056",0,0.0,2,"6,979",OldTown,6,30,"144,000"
636,"3,395",8,2.0,0,"10,896",SWISU,6,93,"200,000"
637,800,1,1.0,0,"6,120",BrkSide,2,73,"60,000"
638,"1,387",3,2.0,1,"6,000",OldTown,5,55,"93,000"
639,796,2,1.0,0,"8,777",Edwards,5,98,"85,000"
640,"1,567",1,2.0,3,"3,982",Blmngtn,8,0,"264,561"
641,"1,518",1,1.5,2,"12,677",NridgHt,8,5,"274,000"
642,"1,929",3,2.5,2,"7,050",Somerst,7,6,"226,000"
643,"2,704",4,2.5,2,"13,860",NAmes,8,37,"345,000"
644,"1,620",4,2.5,2,"10,793",NWAmes,5,38,"152,000"
645,"1,766",2,2.5,3,"9,187",Somerst,9,0,"370,878"
646,981,3,1.5,2,"10,530",NAmes,6,36,"143,250"
647,"1,048",3,1.0,2,"7,200",NAmes,5,58,"98,300"
648,"1,094",3,1.0,2,"10,452",Edwards,6,55,"155,000"
649,"1,839",4,1.5,2,"7,700",NAmes,6,44,"155,000"
650,630,1,1.0,0,"1,936",MeadowV,4,37,"84,500"
651,"1,665",3,2.5,2,"8,125",Somerst,7,1,"205,950"
652,"1,510",4,1.0,1,"9,084",Edwards,4,69,"108,000"
653,"1,716",2,2.5,2,"8,750",CollgCr,7,13,"191,000"
654,"1,469",3,1.0,1,"10,320",IDOTRR,6,102,"135,000"
655,"2,113",2,2.5,3,"10,437",NoRidge,8,13,"350,000"
656,"1,092",3,1.5,1,"1,680",BrDale,6,39,"88,000"
657,"1,053",3,1.5,1,"10,007",NAmes,5,49,"145,500"
658,"1,502",3,1.5,1,"7,200",Crawfor,7,77,"149,000"
659,"1,458",3,1.0,1,"17,503",NAmes,6,62,"97,500"
660,"1,486",3,1.0,2,"9,937",Edwards,5,45,"167,000"
661,"1,935",3,2.5,2,"12,384",NWAmes,7,31,"197,900"
662,"2,448",4,2.5,3,"46,589",NoRidge,8,15,"402,000"
663,"1,392",2,1.0,2,"13,560",NAmes,6,41,"110,000"
664,"1,181",3,2.0,2,"10,012",Edwards,4,36,"137,500"
665,"2,097",1,1.5,3,"20,896",Somerst,8,1,"423,000"
666,"1,936",3,2.5,2,"11,194",Gilbert,8,6,"230,500"
667,"2,380",3,2.5,2,"18,450",NAmes,6,42,"129,000"
668,"1,679",3,2.0,2,"8,125",SawyerW,6,14,"193,500"
669,"1,437",3,1.5,2,"14,175",Sawyer,5,50,"168,000"
670,"1,180",2,1.0,1,"11,600",Crawfor,4,84,"137,500"
671,"1,476",3,2.5,2,"8,633",CollgCr,6,4,"173,500"
672,"1,369",3,2.0,1,"6,629",Edwards,6,84,"103,600"
673,"1,208",3,1.5,2,"11,250",Veenker,6,29,"165,000"
674,"1,839",3,2.0,2,"14,442",Crawfor,6,50,"257,500"
675,"1,136",3,1.0,1,"9,200",NAmes,6,43,"140,000"
676,"1,441",3,2.5,2,"2,289",NPkVill,6,31,"148,500"
677,"1,774",4,2.0,3,"9,600",OldTown,4,106,"87,000"
678,792,2,1.0,1,"9,022",OldTown,5,85,"109,500"
679,"2,046",3,2.5,3,"11,844",StoneBr,8,1,"372,500"
680,988,3,1.0,2,"9,945",Sawyer,5,46,"128,500"
681,923,2,2.0,1,"8,012",SawyerW,6,30,"143,000"
682,"1,520",3,1.0,1,"4,500",SWISU,5,77,"159,434"
683,"1,291",2,1.0,2,"2,887",ClearCr,6,12,"173,000"
684,"1,668",3,2.0,3,"11,248",CollgCr,9,5,"285,000"
685,"1,839",4,2.5,2,"16,770",NoRidge,7,12,"221,000"
686,"2,090",3,2.0,2,"5,062",StoneBr,7,23,"207,500"
687,"1,761",3,3.0,2,"10,207",Somerst,7,0,"227,875"
688,"1,102",2,2.5,2,"5,105",Somerst,7,3,"148,800"
689,"1,419",2,2.0,2,"8,089",StoneBr,8,0,"392,000"
690,"1,362",2,2.0,2,"7,577",NridgHt,6,2,"194,700"
691,848,1,1.0,2,"4,426",CollgCr,6,4,"141,000"
692,"4,316",4,3.5,3,"21,535",NoRidge,10,13,"755,000"
693,"2,519",4,2.5,2,"26,178",Timber,7,17,"335,000"
694,"1,073",2,1.0,1,"5,400",OldTown,5,85,"108,480"
695,"1,539",3,1.5,2,"6,120",BrkSide,5,73,"141,500"
696,"1,137",2,2.0,2,"13,811",Timber,6,19,"176,000"
697,616,2,1.0,1,"6,000",BrkSide,5,85,"89,000"
698,"1,148",2,1.0,1,"6,420",Edwards,5,54,"123,500"
699,894,3,1.0,1,"8,450",Sawyer,5,45,"138,500"
700,"1,391",2,2.0,2,"4,282",Somerst,7,4,"196,000"
701,"1,800",3,2.0,3,"14,331",Timber,8,4,"312,500"
702,"1,164",3,1.5,2,"9,600",NWAmes,7,37,"140,000"
703,"2,576",4,2.5,3,"12,438",StoneBr,8,0,"361,919"
704,"1,812",4,2.0,2,"7,630",OldTown,5,110,"140,000"
705,"1,484",3,2.0,2,"8,400",CollgCr,7,6,"213,000"
706,"1,092",3,2.0,0,"5,600",IDOTRR,4,80,"55,000"
707,"1,824",2,2.0,2,"115,149",ClearCr,7,36,"302,000"
708,"1,324",2,2.0,2,"6,240",NridgHt,8,3,"254,000"
709,"1,456",3,2.5,2,"9,018",Gilbert,7,0,"179,540"
710,904,3,1.0,1,"7,162",Sawyer,5,42,"109,900"
711,729,2,1.0,0,"4,130",BrkSide,3,73,"52,000"
712,"1,178",2,1.0,1,"8,712",IDOTRR,4,110,"102,776"
713,"1,228",2,2.0,2,"4,671",StoneBr,8,20,"189,000"
714,960,3,1.0,2,"9,873",BrkSide,4,36,"129,000"
715,"1,479",3,2.5,2,"13,517",Sawyer,6,34,"130,500"
716,"1,350",3,2.0,2,"10,140",NWAmes,6,35,"165,000"
717,"2,554",3,1.5,2,"10,800",OldTown,7,117,"159,500"
718,"1,178",3,1.5,2,"10,000",NWAmes,5,35,"157,000"
719,"2,418",3,2.5,3,"10,542",NoRidge,7,15,"341,000"
720,971,3,1.5,1,"9,920",CollgCr,5,37,"128,500"
721,"1,742",2,2.0,2,"6,563",StoneBr,8,21,"275,000"
722,848,1,1.0,2,"4,426",CollgCr,6,6,"143,000"
723,864,3,1.0,2,"8,120",NAmes,4,39,"124,500"
724,"1,470",4,2.0,1,"8,172",Edwards,4,54,"135,000"
725,"1,698",3,2.0,3,"13,286",Edwards,9,2,"320,000"
726,864,3,1.0,2,"6,960",NAmes,4,39,"120,500"
727,"1,680",3,2.0,2,"21,695",Crawfor,6,21,"222,000"
728,"1,232",2,2.0,2,"7,314",CollgCr,7,2,"194,500"
729,"1,776",4,2.0,3,"11,475",NAmes,5,51,"110,000"
730,"1,208",2,1.0,2,"6,240",IDOTRR,4,84,"103,000"
731,"1,616",2,2.0,2,"5,389",StoneBr,8,15,"236,500"
732,"1,146",3,2.0,2,"9,590",Timber,7,4,"187,500"
733,"2,031",3,2.5,2,"11,404",CollgCr,7,10,"222,500"
734,"1,144",3,1.0,1,"10,000",Sawyer,5,48,"131,400"
735,948,3,1.0,1,"8,978",Sawyer,5,39,"108,000"
736,"1,768",2,1.5,2,"10,800",OldTown,7,92,"163,000"
737,"1,040",2,2.0,2,"8,544",NAmes,3,56,"93,500"
738,"1,801",3,2.5,3,"10,463",Gilbert,8,1,"239,900"
739,"1,200",3,3.0,0,"10,800",Edwards,5,22,"179,000"
740,"1,728",3,2.5,2,"9,313",CollgCr,7,5,"190,000"
741,"1,432",2,2.0,2,"9,600",OldTown,5,97,"132,000"
742,912,3,1.0,1,"6,768",Sawyer,6,47,"142,000"
743,"1,349",3,2.0,2,"8,450",SawyerW,7,7,"179,000"
744,"1,464",3,2.0,2,"12,886",Sawyer,5,46,"175,000"
745,"1,337",2,2.0,2,"5,395",StoneBr,8,15,"180,000"
746,"2,715",4,3.5,2,"8,963",NWAmes,8,32,"299,800"
747,"2,256",4,2.5,2,"8,795",Gilbert,7,9,"236,000"
748,"2,640",4,1.5,4,"11,700",OldTown,7,129,"265,979"
749,"1,720",3,2.0,2,"10,593",NoRidge,7,14,"260,400"
750,"1,529",4,2.0,1,"8,405",Edwards,4,64,"98,000"
751,"1,140",3,1.0,0,"8,800",OldTown,4,100,"96,500"
752,"1,320",3,2.5,2,"7,750",Gilbert,7,4,"162,000"
753,"1,494",3,2.0,2,"9,236",CollgCr,6,9,"217,000"
754,"2,098",3,2.5,3,"10,240",NridgHt,8,1,"275,500"
755,"1,026",3,1.0,2,"7,930",NAmes,6,40,"156,000"
756,"1,471",3,2.5,2,"3,230",Somerst,6,10,"172,500"
757,"1,768",3,2.5,2,"10,769",CollgCr,8,2,"212,000"
758,"1,386",3,2.5,2,"11,616",Sawyer,6,32,"158,900"
759,"1,501",3,2.5,2,"2,280",Somerst,7,9,"179,400"
760,"2,531",4,2.5,3,"12,257",NoRidge,8,12,"290,000"
761,864,2,1.0,1,"9,100",NAmes,6,50,"127,500"
762,"1,301",2,1.0,2,"6,911",BrkSide,5,85,"100,000"
763,"1,547",3,2.5,2,"8,640",Somerst,7,1,"215,200"
764,"2,365",3,2.5,3,"9,430",NoRidge,8,10,"337,000"
765,"1,494",2,1.5,2,"9,549",Veenker,8,11,"270,000"
766,"1,506",2,2.0,2,"14,587",Somerst,9,0,"264,132"
767,"1,714",3,2.5,2,"10,421",NWAmes,7,22,"196,500"
768,"1,750",4,2.0,1,"12,508",Mitchel,6,68,"160,000"
769,"1,836",3,2.0,2,"9,100",CollgCr,7,2,"216,837"
770,"3,279",4,3.5,3,"53,504",StoneBr,8,7,"538,000"
771,858,2,1.0,2,"7,252",Sawyer,5,27,"134,900"
772,"1,220",2,1.0,2,"8,877",Edwards,4,55,"102,000"
773,"1,117",3,1.0,2,"7,819",Edwards,6,34,"107,000"
774,912,2,1.0,1,"10,150",NAmes,5,49,"114,500"
775,"1,973",3,2.0,3,"14,226",NridgHt,8,1,"395,000"
776,"1,204",2,2.0,2,"4,500",Mitchel,6,11,"162,000"
777,"1,614",3,2.0,3,"11,210",CollgCr,7,1,"221,500"
778,894,3,1.0,2,"13,350",Sawyer,5,32,"142,500"
779,"2,020",4,2.0,2,"8,400",SawyerW,5,30,"144,000"
780,"1,004",2,1.0,2,"10,530",Mitchel,6,29,"135,000"
781,"1,253",3,2.0,2,"7,875",Gilbert,7,12,"176,000"
782,"1,603",3,2.5,2,"7,153",SawyerW,6,14,"175,900"
783,"1,430",3,2.0,2,"16,285",CollgCr,7,8,"187,100"
784,"1,110",1,1.0,2,"9,101",Mitchel,5,31,"165,500"
785,"1,484",3,2.0,0,"6,300",OldTown,6,94,"128,000"
786,"1,342",3,2.0,2,"9,790",NWAmes,6,42,"161,500"
787,"1,652",4,2.0,1,"10,800",OldTown,5,95,"139,000"
788,"2,084",4,2.5,2,"10,142",SawyerW,7,6,"233,000"
789,901,2,1.0,1,"6,000",OldTown,4,54,"107,900"
